,artistName,trackName,msPlayed,dayOfWeek,month,dayTime
0,Lana Del Rey,Venice Bitch,2.9266666666666667,tuesday,automn,afternoon
1,Lana Del Rey,Born To Die,4.756666666666667,wednesday,automn,morning
2,Lana Del Rey,Born To Die,4.756666666666667,wednesday,automn,morning
3,Lana Del Rey,Born To Die,4.756666666666667,wednesday,automn,afternoon
4,Lana Del Rey,Born To Die,4.756666666666667,wednesday,automn,afternoon
5,Lana Del Rey,Born To Die,4.756666666666667,wednesday,automn,afternoon
6,Lana Del Rey,Born To Die,4.756666666666667,wednesday,automn,afternoon
7,Lana Del Rey,Born To Die,4.756666666666667,wednesday,automn,afternoon
8,Lana Del Rey,Born To Die,2.6695,wednesday,automn,afternoon
10,Birileri,...aynı yer,2.5113333333333334,thursday,automn,afternoon
13,Eivør,Let It Come,3.539,friday,automn,morning
23,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),3.0781833333333335,friday,automn,morning
25,Lana Del Rey,13 Beaches,4.92615,friday,automn,morning
26,Lana Del Rey,13 Beaches,4.92615,friday,automn,morning
27,Lana Del Rey,13 Beaches,4.92615,friday,automn,morning
28,Lana Del Rey,13 Beaches,4.92615,friday,automn,morning
29,Lana Del Rey,13 Beaches,4.92615,friday,automn,morning
30,Lana Del Rey,13 Beaches,4.92615,friday,automn,morning
31,Lana Del Rey,13 Beaches,4.92615,friday,automn,morning
32,Lana Del Rey,13 Beaches,4.92615,friday,automn,morning
33,Lana Del Rey,13 Beaches,4.92615,friday,automn,afternoon
34,Lana Del Rey,13 Beaches,4.541383333333333,friday,automn,afternoon
35,Lana Del Rey,13 Beaches,4.918233333333333,monday,automn,afternoon
36,Lana Del Rey,13 Beaches,4.92615,monday,automn,afternoon
37,Lana Del Rey,13 Beaches,4.92615,monday,automn,afternoon
38,Lana Del Rey,13 Beaches,4.92615,wednesday,automn,morning
39,Lana Del Rey,13 Beaches,4.92615,wednesday,automn,afternoon
40,Lana Del Rey,13 Beaches,4.92615,wednesday,automn,afternoon
41,Lana Del Rey,13 Beaches,4.92615,wednesday,automn,afternoon
42,Lana Del Rey,13 Beaches,4.92615,wednesday,automn,afternoon
43,Lana Del Rey,13 Beaches,4.92615,wednesday,automn,afternoon
44,Lana Del Rey,13 Beaches,4.92615,wednesday,automn,afternoon
45,Lana Del Rey,13 Beaches,4.92615,thursday,automn,morning
46,Lana Del Rey,13 Beaches,4.92615,thursday,automn,morning
47,Lana Del Rey,13 Beaches,4.92615,weekend,automn,morning
51,Lana Del Rey,Groupie Love (feat. A$AP Rocky),4.39905,tuesday,automn,morning
53,Lana Del Rey,Million Dollar Man,3.8325,tuesday,automn,afternoon
54,Lana Del Rey,West Coast,3.6337,tuesday,automn,afternoon
57,Ed Sheeran,Photograph,4.217833333333333,tuesday,automn,afternoon
59,Selena Gomez,Feel Me,2.5822,tuesday,automn,afternoon
60,Lauv,i'm so tired...,2.709783333333333,tuesday,automn,afternoon
61,Halsey,Graveyard,3.02755,tuesday,automn,afternoon
62,ZAYN,Vibez,2.7175,tuesday,automn,afternoon
63,Conan Gray,Overdrive,3.0511833333333334,tuesday,automn,afternoon
64,Halsey,Graveyard,3.0270166666666665,tuesday,automn,afternoon
65,Ed Sheeran,Photograph,4.3401,tuesday,automn,afternoon
66,Ed Sheeran,Thinking out Loud,3.3598833333333333,tuesday,automn,afternoon
73,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",5.370433333333334,thursday,automn,morning
74,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",5.370433333333334,thursday,automn,morning
76,Lana Del Rey,Summertime Sadness,4.423783333333334,thursday,automn,morning
86,Lana Del Rey,Summertime Sadness,3.046333333333333,thursday,automn,morning
89,Logic,Homicide (feat. Eminem),3.661,thursday,automn,morning
91,Imagine Dragons,Bleeding Out,3.71835,thursday,automn,morning
92,Imagine Dragons,Cool Out,3.6311166666666668,thursday,automn,morning
93,Imagine Dragons,Bullet In A Gun,3.41375,thursday,automn,morning
94,Imagine Dragons,Cha-Ching (Till We Grow Older),4.1555333333333335,thursday,automn,morning
95,Imagine Dragons,Lonely,2.662516666666667,thursday,automn,morning
96,Imagine Dragons,It's Ok,3.3729666666666667,thursday,automn,morning
97,Imagine Dragons,Demons,2.9563333333333333,thursday,automn,morning
98,Imagine Dragons,Next To Me,3.831166666666667,thursday,automn,morning
99,Imagine Dragons,Follow You,2.92705,thursday,automn,morning
101,Imagine Dragons,Giants,2.8625166666666666,thursday,automn,morning
102,Imagine Dragons,Radioactive,3.113566666666667,thursday,automn,morning
103,Imagine Dragons,Shots,3.8720333333333334,thursday,automn,morning
104,Imagine Dragons,Bad Liar,4.330733333333334,thursday,automn,morning
105,Imagine Dragons,Easy Come Easy Go,2.997716666666667,thursday,automn,morning
106,Imagine Dragons,Believer,3.405116666666667,thursday,automn,morning
107,Imagine Dragons,Who We Are,4.155783333333333,thursday,automn,morning
108,Imagine Dragons,I Bet My Life - Bastille Remix,3.939783333333333,thursday,automn,morning
109,Imagine Dragons,No Time For Toxic People,3.4623833333333334,thursday,automn,morning
111,Billie Eilish,Getting Older,4.07035,thursday,automn,afternoon
112,Billie Eilish,I Didn't Change My Number,2.64105,friday,automn,morning
113,Billie Eilish,Billie Bossa Nova,3.2788333333333335,friday,automn,morning
114,Billie Eilish,Oxytocin,3.5038666666666667,friday,automn,morning
117,Billie Eilish,Halley's Comet,3.9126833333333333,friday,automn,morning
118,Billie Eilish,OverHeated,3.567633333333333,friday,automn,morning
119,Billie Eilish,Male Fantasy,3.2481,friday,automn,morning
120,Billie Eilish,my future,3.5000833333333334,friday,automn,morning
121,Billie Eilish,Lost Cause,3.5416,friday,automn,morning
122,Billie Eilish,Everybody Dies,3.4437,friday,automn,morning
123,Billie Eilish,Your Power,4.0982666666666665,friday,automn,morning
124,Billie Eilish,NDA,3.2629333333333332,friday,automn,morning
125,Billie Eilish,Therefore I Am,2.892316666666667,friday,automn,morning
126,Billie Eilish,Happier Than Ever,4.98165,friday,automn,morning
129,Billie Eilish,Happier Than Ever,4.98165,friday,automn,morning
130,Billie Eilish,my future,3.5000833333333334,friday,automn,morning
131,Billie Eilish,NDA,3.2629333333333332,friday,automn,morning
132,Billie Eilish,Halley's Comet,3.9126833333333333,friday,automn,morning
137,Billie Eilish,Everybody Dies,3.4437,friday,automn,morning
138,Billie Eilish,OverHeated,3.567633333333333,friday,automn,morning
139,Billie Eilish,Getting Older,4.07035,friday,automn,morning
140,Billie Eilish,GOLDWING,2.5256,friday,automn,morning
141,Billie Eilish,Male Fantasy,3.2481,friday,automn,morning
143,Billie Eilish,Everybody Dies,3.2585,weekend,automn,morning
148,Billie Eilish,Male Fantasy,3.2481,weekend,automn,morning
149,Billie Eilish,NDA,3.2629333333333332,weekend,automn,morning
150,Billie Eilish,I Didn't Change My Number,2.64105,weekend,automn,morning
151,Billie Eilish,Halley's Comet,3.9126833333333333,weekend,automn,morning
152,Billie Eilish,Therefore I Am,2.892316666666667,weekend,automn,morning
154,Billie Eilish,Billie Bossa Nova,5.85805,weekend,automn,morning
155,Billie Eilish,OverHeated,3.567633333333333,weekend,automn,morning
156,Billie Eilish,my future,3.5000833333333334,weekend,automn,morning
157,Billie Eilish,Your Power,4.0982666666666665,weekend,automn,morning
158,Billie Eilish,Everybody Dies,3.4437,weekend,automn,morning
160,Billie Eilish,Happier Than Ever,4.98165,weekend,automn,morning
161,Billie Eilish,NDA,3.2629333333333332,weekend,automn,morning
162,Billie Eilish,Male Fantasy,3.2481,weekend,automn,morning
164,Billie Eilish,Happier Than Ever,4.98165,weekend,automn,afternoon
165,Billie Eilish,Happier Than Ever,4.98165,weekend,automn,afternoon
166,Billie Eilish,Happier Than Ever,4.98165,weekend,automn,afternoon
167,Billie Eilish,Happier Than Ever,9.807733333333333,weekend,automn,afternoon
170,Billie Eilish,Happier Than Ever,4.3261666666666665,tuesday,automn,afternoon
172,Billie Eilish,Happier Than Ever,4.98165,tuesday,automn,afternoon
173,Billie Eilish,Happier Than Ever,4.98165,tuesday,automn,afternoon
174,Billie Eilish,Happier Than Ever,4.98165,tuesday,automn,afternoon
175,Billie Eilish,Happier Than Ever,4.98165,tuesday,automn,afternoon
176,Billie Eilish,Happier Than Ever,4.98165,tuesday,automn,afternoon
177,Billie Eilish,Happier Than Ever,4.98165,tuesday,automn,afternoon
178,Billie Eilish,Happier Than Ever,4.98165,tuesday,automn,afternoon
179,Billie Eilish,Happier Than Ever,4.98165,tuesday,automn,afternoon
180,Billie Eilish,Happier Than Ever,4.98165,tuesday,automn,afternoon
181,Billie Eilish,Happier Than Ever,4.98165,tuesday,automn,afternoon
182,Billie Eilish,Happier Than Ever,4.98165,tuesday,automn,afternoon
183,Billie Eilish,Happier Than Ever,4.98165,wednesday,automn,morning
184,Billie Eilish,Happier Than Ever,4.98165,wednesday,automn,morning
185,Billie Eilish,Happier Than Ever,4.98165,wednesday,automn,morning
186,Billie Eilish,Happier Than Ever,4.98165,wednesday,automn,morning
187,Billie Eilish,Happier Than Ever,4.98165,wednesday,automn,morning
188,Billie Eilish,Happier Than Ever,4.98165,wednesday,automn,morning
189,Billie Eilish,Happier Than Ever,7.5818666666666665,wednesday,automn,morning
191,Billie Eilish,Male Fantasy,3.2481,wednesday,automn,afternoon
193,Billie Eilish,I Didn't Change My Number,2.64105,wednesday,automn,night
194,Billie Eilish,NDA,3.2629333333333332,wednesday,automn,night
196,Billie Eilish,Billie Bossa Nova,3.2788333333333335,wednesday,automn,night
197,Billie Eilish,Billie Bossa Nova,3.2788333333333335,wednesday,automn,night
200,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,morning
202,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,morning
203,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,morning
204,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,morning
205,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,morning
206,Billie Eilish,Happier Than Ever,6.037483333333333,thursday,automn,morning
207,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,morning
210,Billie Eilish,Happier Than Ever,4.99165,thursday,automn,morning
211,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,morning
212,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,morning
213,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,morning
214,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,morning
215,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,morning
216,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,afternoon
217,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,afternoon
218,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,afternoon
219,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,afternoon
220,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,afternoon
221,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,afternoon
222,Billie Eilish,Happier Than Ever,4.98165,thursday,automn,afternoon
223,Billie Eilish,Happier Than Ever,4.98165,weekend,automn,afternoon
224,Billie Eilish,Happier Than Ever,4.98165,weekend,automn,afternoon
226,Billie Eilish,Getting Older,4.07035,weekend,automn,afternoon
228,Billie Eilish,Male Fantasy,3.2481,weekend,automn,afternoon
230,Billie Eilish,Billie Bossa Nova,3.2788333333333335,weekend,automn,afternoon
231,Billie Eilish,NDA,3.2629333333333332,weekend,automn,afternoon
232,Billie Eilish,Halley's Comet,3.9126833333333333,weekend,automn,afternoon
233,Billie Eilish,OverHeated,3.567633333333333,weekend,automn,afternoon
234,Billie Eilish,Oxytocin,3.5038666666666667,weekend,automn,afternoon
243,Billie Eilish,Happier Than Ever,4.98165,monday,automn,morning
245,Billie Eilish,Happier Than Ever,4.98165,monday,automn,morning
246,Billie Eilish,Happier Than Ever,4.98165,monday,automn,morning
247,Billie Eilish,Happier Than Ever,4.02385,monday,automn,morning
248,Selena Gomez,Same Old Love,3.818,monday,automn,morning
249,Selena Gomez,Same Old Love,3.818,monday,automn,afternoon
250,Selena Gomez,Same Old Love,3.818,monday,automn,afternoon
251,Selena Gomez,Same Old Love,3.818,monday,automn,afternoon
252,Selena Gomez,Same Old Love,3.818,wednesday,automn,afternoon
253,Selena Gomez,Same Old Love,3.818,wednesday,automn,afternoon
254,Selena Gomez,Same Old Love,3.818,wednesday,automn,afternoon
255,Selena Gomez,Same Old Love,3.818,weekend,automn,night
256,Selena Gomez,Same Old Love,3.818,weekend,automn,night
257,Selena Gomez,Same Old Love,3.818,weekend,automn,night
258,Selena Gomez,Same Old Love,3.818,weekend,automn,night
259,Selena Gomez,Same Old Love,3.818,weekend,automn,night
260,Selena Gomez,Same Old Love,3.818,weekend,automn,night
261,Selena Gomez,Same Old Love,3.818,weekend,automn,night
262,Selena Gomez,Same Old Love,3.818,weekend,automn,night
264,Selena Gomez,Same Old Love,3.8423333333333334,weekend,automn,night
265,Selena Gomez,Same Old Love,3.818,weekend,automn,night
266,Selena Gomez,Same Old Love,3.818,weekend,automn,night
267,Selena Gomez,Same Old Love,3.818,weekend,automn,night
268,Selena Gomez,Same Old Love,3.818,weekend,automn,night
269,Selena Gomez,Same Old Love,3.818,weekend,automn,morning
270,Selena Gomez,Same Old Love,3.818,weekend,automn,morning
271,Selena Gomez,Same Old Love,3.3645,monday,automn,morning
272,Selena Gomez,Same Old Love,3.8085666666666667,monday,automn,morning
273,Selena Gomez,Same Old Love,3.818,tuesday,automn,afternoon
274,Selena Gomez,Same Old Love,3.818,tuesday,automn,afternoon
275,Selena Gomez,Same Old Love,3.818,tuesday,automn,afternoon
276,Selena Gomez,Same Old Love,3.818,tuesday,automn,afternoon
277,Selena Gomez,Same Old Love,3.818,tuesday,automn,afternoon
278,Selena Gomez,Same Old Love,3.818,tuesday,automn,afternoon
279,Selena Gomez,Same Old Love,3.818,tuesday,automn,afternoon
280,Selena Gomez,Same Old Love,3.7216,tuesday,automn,afternoon
282,Selena Gomez,Me & The Rhythm,3.5571,tuesday,automn,afternoon
283,Selena Gomez,Hands To Myself,3.2217666666666664,tuesday,automn,afternoon
284,Selena Gomez,Me & My Girls,3.5084333333333335,tuesday,automn,afternoon
285,Selena Gomez,Perfect,2.51255,tuesday,automn,afternoon
292,Adele,My Same,3.260883333333333,tuesday,automn,afternoon
293,Adele,Water Under the Bridge,4.007316666666667,tuesday,automn,afternoon
294,Adele,When We Were Young,4.848333333333334,tuesday,automn,afternoon
295,Adele,Tired,3.6014833333333334,tuesday,automn,afternoon
296,Adele,When We Were Young,4.848333333333334,tuesday,automn,afternoon
297,Adele,Rolling in the Deep,3.80155,tuesday,automn,afternoon
298,Adele,Someone Like You,4.754,tuesday,automn,afternoon
299,Adele,Crazy For You - Live at Hotel Cafe,3.723333333333333,tuesday,automn,afternoon
300,Adele,Set Fire to the Rain - Moto Blanco Remix,6.475483333333333,wednesday,automn,night
302,Adele,Remedy,4.090433333333333,thursday,automn,morning
303,Adele,Daydreamer - Live at Hotel Cafe,3.69155,thursday,automn,morning
304,Adele,Send My Love (To Your New Lover),3.717966666666667,thursday,automn,morning
305,Adele,Rumour Has It,3.2331166666666666,thursday,automn,morning
306,Adele,Million Years Ago,3.7844166666666665,thursday,automn,morning
308,Adele,Million Years Ago,3.7844166666666665,thursday,automn,morning
309,Adele,Hello,4.925033333333333,thursday,automn,morning
310,Adele,Love In The Dark,4.765583333333334,thursday,automn,morning
311,Adele,Cold Shoulder,3.7577666666666665,thursday,automn,morning
314,Adele,Set Fire to the Rain,2.6554333333333333,thursday,automn,morning
318,Adele,When We Were Young,3.9511666666666665,thursday,automn,morning
319,Adele,Hometown Glory,3.6493333333333333,thursday,automn,morning
320,Adele,Water Under the Bridge,4.007316666666667,thursday,automn,morning
327,Adele,Chasing Pavements,3.5084333333333335,thursday,automn,afternoon
328,Adele,Right As Rain,2.695883333333333,friday,automn,morning
329,Adele,Cold Shoulder,3.197766666666667,tuesday,automn,morning
330,Adele,Don't You Remember,4.053333333333334,tuesday,automn,morning
332,Adele,Daydreamer,3.6751,tuesday,automn,morning
333,Adele,Lovesong,5.270666666666667,tuesday,automn,morning
339,Adele,Turning Tables,3.006,tuesday,automn,morning
340,Adele,Crazy For You,3.4673333333333334,tuesday,automn,morning
341,Adele,Set Fire to the Rain,4.04955,tuesday,automn,morning
342,Adele,Love In The Dark,4.765583333333334,tuesday,automn,afternoon
347,Adele,Love In The Dark,4.765583333333334,wednesday,automn,afternoon
348,Adele,Love In The Dark,2.9800666666666666,wednesday,automn,afternoon
353,Adele,Send My Love (To Your New Lover),3.4849833333333335,wednesday,automn,afternoon
356,Adele,Send My Love (To Your New Lover),2.90855,wednesday,automn,afternoon
358,Adele,Hometown Glory,3.6479,wednesday,automn,afternoon
359,Adele,Someone Like You,4.754,wednesday,automn,afternoon
360,Adele,Tired,4.3125333333333336,wednesday,automn,afternoon
361,Adele,Hello,3.8254,wednesday,automn,afternoon
362,Adele,Don't You Remember,4.0527,wednesday,automn,afternoon
363,Adele,Chasing Pavements - Live at Hotel Cafe,3.87,thursday,automn,morning
364,Adele,Water Under the Bridge,4.0000333333333336,thursday,automn,morning
365,Adele,Rumour Has It,3.41475,thursday,automn,morning
367,Adele,He Won't Go,4.632483333333333,thursday,automn,morning
369,Adele,Water Under the Bridge,2.5866666666666664,thursday,automn,morning
374,Ariana Grande,One Last Time,3.2877666666666667,thursday,automn,morning
375,Taylor Swift,Don’t Blame Me,3.02155,friday,automn,morning
378,Adele,Hello,4.925033333333333,friday,automn,afternoon
382,Adele,Love In The Dark,4.765583333333334,friday,automn,afternoon
386,Adele,Love In The Dark,4.765583333333334,weekend,automn,morning
390,Adele,Send My Love (To Your New Lover),3.69025,weekend,automn,morning
394,Adele,Water Under the Bridge,4.007316666666667,weekend,automn,morning
395,Adele,All I Ask,4.53,weekend,automn,morning
396,Adele,I Miss You,5.810416666666667,monday,automn,afternoon
397,Adele,Hello,4.925033333333333,monday,automn,afternoon
398,Adele,Love In The Dark,4.765583333333334,monday,automn,afternoon
399,Adele,Sweetest Devotion,4.195016666666667,monday,automn,afternoon
401,Billie Eilish,Happier Than Ever,4.98165,monday,automn,afternoon
403,Billie Eilish,Happier Than Ever,4.483,monday,automn,night
404,Billie Eilish,Oxytocin,3.5038666666666667,monday,automn,night
405,Billie Eilish,Everybody Dies,3.4437,monday,automn,night
406,Billie Eilish,Lost Cause,2.5979,monday,automn,night
407,Billie Eilish,Billie Bossa Nova,3.2788333333333335,monday,automn,night
411,Billie Eilish,Billie Bossa Nova,2.6217166666666665,tuesday,automn,morning
419,Billie Eilish,Happier Than Ever,2.9376,wednesday,automn,afternoon
437,J Balvin,UN DIA (ONE DAY),3.247333333333333,tuesday,automn,morning
439,Adele,Water Under the Bridge,4.007316666666667,tuesday,automn,morning
440,Adele,Water Under the Bridge,4.007316666666667,tuesday,automn,morning
442,Adele,Love In The Dark,4.765583333333334,tuesday,automn,morning
444,Adele,Love In The Dark,4.765583333333334,wednesday,automn,morning
445,Adele,All I Ask,3.1993666666666667,wednesday,automn,morning
449,Adele,Someone Like You,3.4047833333333335,wednesday,automn,morning
455,Eminem,Killshot,4.2263166666666665,wednesday,automn,afternoon
456,NF,When I Grow Up,3.28,wednesday,automn,afternoon
458,NF,When I Grow Up,3.28,wednesday,automn,afternoon
463,Billie Eilish,Bored,3.01555,wednesday,automn,afternoon
464,Billie Eilish,Happier Than Ever,4.829033333333333,wednesday,automn,afternoon
465,Harry Styles,Kiwi,2.939766666666667,wednesday,automn,afternoon
466,Billie Eilish,my boy,2.8475333333333332,wednesday,automn,afternoon
467,Halsey,Control,3.57935,wednesday,automn,afternoon
468,Billie Eilish,Male Fantasy,3.2481,wednesday,automn,afternoon
469,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),4.1193333333333335,wednesday,automn,afternoon
470,Billie Eilish,watch,2.9587166666666667,wednesday,automn,afternoon
471,Harry Styles,Sign of the Times,5.678433333333333,wednesday,automn,afternoon
472,Halsey,Without Me,3.361,wednesday,automn,afternoon
473,Billie Eilish,Getting Older,4.07035,wednesday,automn,afternoon
474,Billie Eilish,party favor,3.4128333333333334,wednesday,automn,afternoon
475,Billie Eilish,lovely (with Khalid),3.3364166666666666,wednesday,automn,afternoon
476,Harry Styles,Watermelon Sugar,2.9,wednesday,automn,afternoon
477,Billie Eilish,Billie Bossa Nova,3.2788333333333335,thursday,automn,morning
478,Halsey,Gasoline,3.32655,thursday,automn,morning
479,Billie Eilish,bitches broken hearts,2.9411833333333335,thursday,automn,morning
480,Harry Styles,Cherry,4.319766666666666,thursday,automn,morning
484,Billie Eilish,Bored,3.01555,thursday,automn,morning
486,Eminem,Killshot,4.2263166666666665,thursday,automn,morning
488,Billie Eilish,Bored,3.01555,thursday,automn,morning
489,Billie Eilish,Getting Older,4.07035,thursday,automn,morning
492,Billie Eilish,bad guy,6.047633333333334,friday,automn,morning
493,Billie Eilish,everything i wanted,4.090416666666667,friday,automn,morning
494,Billie Eilish,when the party's over,3.26795,friday,automn,morning
499,Billie Eilish,Billie Bossa Nova,3.2788333333333335,friday,automn,morning
503,Billie Eilish,xanny,4.062083333333334,friday,automn,morning
504,Billie Eilish,you should see me in a crown,3.0158666666666667,friday,automn,morning
505,Billie Eilish,all the good girls go to hell,2.8139833333333333,friday,automn,morning
506,Billie Eilish,wish you were gay,3.6923833333333334,friday,automn,morning
507,Billie Eilish,when the party's over,3.26795,friday,automn,morning
509,Billie Eilish,my strange addiction,2.99815,friday,automn,afternoon
510,Billie Eilish,bury a friend,3.21905,friday,automn,afternoon
511,Billie Eilish,ilomilo,2.6061666666666667,friday,automn,afternoon
512,Billie Eilish,listen before i go,4.0442,friday,automn,afternoon
513,Billie Eilish,i love you,4.863266666666667,friday,automn,afternoon
535,Lana Del Rey,Chemtrails Over The Country Club,4.5196,weekend,automn,morning
536,Melanie Martinez,Training Wheels,3.428,weekend,automn,morning
537,Billie Eilish,hostage,3.82375,weekend,automn,morning
539,Imagine Dragons,Natural,3.157766666666667,weekend,automn,morning
543,Eminem,Killshot,4.2263166666666665,weekend,automn,morning
544,NF,When I Grow Up,3.28,weekend,automn,morning
545,Billie Eilish,when the party's over,3.26795,weekend,automn,morning
548,David Guetta,Say My Name,3.3157666666666668,weekend,automn,morning
549,Ariana Grande,Break Free,3.5806666666666667,weekend,automn,morning
550,Post Malone,"Sunflower (Remix) [with Swae Lee, Nicky Jam, and Prince Royce]",3.5,weekend,automn,morning
557,Adele,Water Under the Bridge,3.2805,weekend,automn,night
558,Adele,Love In The Dark,2.7220833333333334,weekend,automn,night
560,Adele,Million Years Ago,3.7844166666666665,weekend,automn,night
569,Eminem,Killshot,4.2263166666666665,weekend,automn,morning
570,NF,When I Grow Up,5.9855,weekend,automn,morning
573,Kygo,It Ain't Me (with Selena Gomez),2.7953333333333332,weekend,automn,morning
574,Lana Del Rey,Blue Jeans,3.07325,weekend,automn,morning
575,Ed Sheeran,Photograph,4.316433333333333,weekend,automn,morning
578,Adele,Water Under the Bridge,3.837083333333333,weekend,automn,morning
579,Eminem,Killshot,3.2923833333333334,weekend,automn,morning
584,Adele,Rolling in the Deep,3.80155,weekend,automn,afternoon
585,Adele,Someone Like You,3.4990666666666668,weekend,automn,afternoon
586,Adele,Love In The Dark,4.765583333333334,monday,automn,morning
587,Adele,Set Fire to the Rain,4.04955,monday,automn,morning
588,Adele,Skyfall,4.774666666666667,monday,automn,morning
597,Adele,I Miss You,4.103883333333333,monday,automn,afternoon
599,Adele,Water Under the Bridge,3.3285833333333334,tuesday,automn,afternoon
600,Alessia Cara,Scars To Your Beautiful,3.8371,tuesday,automn,afternoon
602,Alessia Cara,Out Of Love,3.7948833333333334,tuesday,automn,afternoon
603,Alessia Cara,Best Days,3.5306166666666665,tuesday,automn,afternoon
604,Alessia Cara,Here,3.3242166666666666,tuesday,automn,afternoon
605,Alessia Cara,I'm Like A Bird - Recorded at Spotify Studios NYC,3.666,tuesday,automn,afternoon
606,Alessia Cara,"How Far I'll Go - From ""Moana""",2.9252833333333332,tuesday,automn,afternoon
608,Bastille,Another Place,3.5585,tuesday,automn,afternoon
609,Alessia Cara,Wild Things,2.59375,tuesday,automn,afternoon
612,Alessia Cara,Apartment Song,3.684066666666667,wednesday,automn,afternoon
614,Alessia Cara,Ready - Live Off The Floor,2.7388333333333335,wednesday,automn,afternoon
617,Alessia Cara,OKAY OKAY - Live Off The Floor,2.6498333333333335,wednesday,automn,afternoon
618,Alessia Cara,Rooting For You - Live Off The Floor,2.8379666666666665,wednesday,automn,afternoon
619,Alessia Cara,October - Live Off The Floor,4.081316666666667,thursday,automn,morning
620,Alessia Cara,Scars To Your Beautiful - Live Off The Floor (Bonus Track),4.4512833333333335,thursday,automn,morning
621,Alessia Cara,Here - Live Off The Floor (Bonus Track),3.32255,thursday,automn,morning
622,Alessia Cara,I Choose - From The Netflix Original Film The Willoughbys / Acoustic (Bonus Track),3.1681166666666667,thursday,automn,morning
623,Alessia Cara,Growing Pains,3.2271,thursday,automn,morning
624,Alessia Cara,Not Today,2.6091,thursday,automn,morning
625,Alessia Cara,I Don't Want To,2.7082166666666665,thursday,automn,morning
626,Alessia Cara,7 Days,3.478,thursday,automn,morning
630,Alessia Cara,Scars To Your Beautiful,2.636816666666667,thursday,automn,morning
635,David Guetta,Say My Name,3.3157666666666668,thursday,automn,morning
637,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2.634,thursday,automn,morning
638,Lana Del Rey,Summertime Sadness,4.116616666666666,thursday,automn,morning
639,Eminem,Killshot,4.2263166666666665,thursday,automn,morning
640,NF,When I Grow Up,3.28,thursday,automn,morning
641,Billie Eilish,when the party's over,3.26795,thursday,automn,morning
642,Billie Eilish,i love you,4.2190666666666665,thursday,automn,morning
643,Adele,Water Under the Bridge,3.676283333333333,thursday,automn,morning
644,Adele,Rolling in the Deep,3.6231333333333335,thursday,automn,morning
647,Alessia Cara,Scars To Your Beautiful,3.8371,thursday,automn,morning
648,Zedd,Stay,3.2622166666666668,thursday,automn,morning
655,Adele,When We Were Young,4.848333333333334,thursday,automn,morning
665,Adele,Water Under the Bridge,4.007316666666667,thursday,automn,afternoon
669,Eminem,Killshot,4.040366666666666,friday,automn,afternoon
670,Ed Sheeran,Photograph,4.109016666666666,friday,automn,afternoon
672,SHAED,Trampoline (with ZAYN),3.0713333333333335,friday,automn,afternoon
673,Lana Del Rey,Born To Die,3.1889833333333333,friday,automn,afternoon
674,Alessia Cara,Scars To Your Beautiful,3.8371,friday,automn,afternoon
677,Alessia Cara,Best Days,2.69205,friday,automn,afternoon
678,Alessia Cara,Here,2.9867333333333335,friday,automn,afternoon
682,Alessia Cara,Sweet Dream,2.545933333333333,friday,automn,afternoon
684,Alessia Cara,Wild Things,3.14155,friday,automn,afternoon
689,Alessia Cara,Scars To Your Beautiful,3.8371,friday,automn,afternoon
690,Zedd,Stay,3.5015,friday,automn,afternoon
691,Alessia Cara,Out Of Love,3.7948833333333334,friday,automn,afternoon
692,Alessia Cara,Best Days,3.5306166666666665,friday,automn,afternoon
694,Alessia Cara,Here,3.2085666666666666,friday,automn,afternoon
695,Alessia Cara,Sweet Dream,3.0375666666666667,friday,automn,afternoon
696,Bastille,Another Place,3.5585,friday,automn,afternoon
697,Alessia Cara,Wild Things,3.14155,friday,automn,afternoon
699,Alessia Cara,Box In The Ocean,2.630516666666667,friday,automn,afternoon
701,Alessia Cara,Here,2.8451166666666667,friday,automn,afternoon
702,Alessia Cara,Here,3.3517166666666665,friday,automn,afternoon
704,Alessia Cara,Here,3.3242166666666666,friday,automn,afternoon
705,Alessia Cara,I'm Like A Bird - Recorded at Spotify Studios NYC,3.666,weekend,automn,morning
707,Adele,Love In The Dark,4.765583333333334,weekend,automn,afternoon
